城市名,起点名称,起点经纬度,终点名称,终点经纬度,时间
苏州市,保利姑苏瑧悦,"120.586265,31.309172",苏州市彩香实验小学校(西校区),"120.595812,31.301236",9
苏州市,览月阁,"120.571521,31.298444",苏州市彩香实验小学校(西校区),"120.595812,31.301236",18
苏州市,中海姑苏第,"120.595667,31.290932",苏州市彩香实验小学校(西校区),"120.595812,31.301236",10
苏州市,人民银行家属楼,"120.567264,31.293462",劳动公园,"120.594615,31.291039",17
苏州市,金狮河沿11号,"120.619836,31.299075",劳动公园,"120.594615,31.291039",16
苏州市,赛格又一城,"120.574561,31.282864",劳动公园,"120.594615,31.291039",11
苏州市,龙惠花苑二期,"120.407366,31.341377",苏州高新区实验初级中学科技城校区,"120.41964,31.347422",10
苏州市,浅悦静庭,"120.438549,31.347504",苏州高新区实验初级中学科技城校区,"120.41964,31.347422",13
苏州市,东渚新苑北区,"120.404246,31.331125",苏州高新区实验初级中学科技城校区,"120.41964,31.347422",15
苏州市,聚兴苑,"120.635554,31.955481",沙钢公园,"120.646258,31.967816",10
苏州市,锦丰新村,"120.643465,31.959004",沙钢公园,"120.646258,31.967816",5
苏州市,华尔润新村,"120.651227,31.952586",沙钢公园,"120.646258,31.967816",12
苏州市,有伴生活广场,"120.614494,31.220801",石湖金陵广场,"120.603663,31.215916",10
苏州市,水岸清华瀚宫,"120.608704,31.226227",石湖金陵广场,"120.603663,31.215916",11
苏州市,首开幸福公馆,"120.622348,31.221489",石湖金陵广场,"120.603663,31.215916",14
苏州市,春景雅苑,"121.071456,31.372147",清华医院,"121.092687,31.380053",13
苏州市,栈泾梅苑,"121.09885,31.372209",清华医院,"121.092687,31.380053",7
苏州市,娄江新村(昆山市),"121.08521,31.367868",清华医院,"121.092687,31.380053",11
苏州市,中建熙辰上院,"120.647413,31.441939",渭塘中学,"120.655487,31.465008",25
苏州市,四季星光璟园,"120.673203,31.464408",渭塘中学,"120.655487,31.465008",12
苏州市,湖畔春晓,"120.676017,31.470696",渭塘中学,"120.655487,31.465008",14
苏州市,新世纪花苑二期,"120.79149,31.599142",常熟理工学院附属小学,"120.801954,31.603709",7
苏州市,九章赋雅院,"120.789567,31.585291",常熟理工学院附属小学,"120.801954,31.603709",17
苏州市,青云瑧境,"120.778447,31.615325",常熟理工学院附属小学,"120.801954,31.603709",19
苏州市,莲花新村七区,"120.726347,31.285001",建屋购物中心,"120.724974,31.265149",15
苏州市,铂悦犀湖,"120.719758,31.251324",建屋购物中心,"120.724974,31.265149",11
苏州市,莲花新村四区,"120.736566,31.288921",建屋购物中心,"120.724974,31.265149",19
苏州市,水云居东区,"120.68377,31.292373",湖滨公园,"120.684554,31.310913",12
苏州市,城邦花园东区,"120.683816,31.294343",湖滨公园,"120.684554,31.310913",11
苏州市,湖滨四季,"120.703155,31.299363",湖滨公园,"120.684554,31.310913",16
苏州市,世茂蝶湖湾,"120.962286,31.339689",春堤公园,"120.955037,31.31361",20
苏州市,盛巷花园,"120.941438,31.297285",春堤公园,"120.955037,31.31361",22
苏州市,新城域花园,"120.959033,31.333882",春堤公园,"120.955037,31.31361",17
杭州市,圆通公寓,"119.67196,29.801278",叶浅予公园,"119.689369,29.789817",14
杭州市,嘉南公寓,"119.677924,29.786435",叶浅予公园,"119.689369,29.789817",9
杭州市,金久城市花园,"119.700655,29.805758",叶浅予公园,"119.689369,29.789817",14
杭州市,云萃天和城,"119.980039,30.013829",大源镇中心小学,"120.005263,30.004168",20
杭州市,云川未来城,"119.987241,30.004218",大源镇中心小学,"120.005263,30.004168",14
杭州市,江语云城,"119.986067,30.006862",大源镇中心小学,"120.005263,30.004168",16
杭州市,岸芷丁香庭,"120.178788,30.305793",王星记,"120.158129,30.291048",17
杭州市,翠铭轩,"120.133557,30.29092",王星记,"120.158129,30.291048",14
杭州市,岱天青岳里,"120.160316,30.315649",王星记,"120.158129,30.291048",24
杭州市,青蓝雅苑,"119.390525,30.181495",於潜第二初级中学,"119.398119,30.207641",27
杭州市,潜阳府,"119.395115,30.188111",於潜第二初级中学,"119.398119,30.207641",13
杭州市,天水巷5号,"119.398535,30.186215",於潜第二初级中学,"119.398119,30.207641",15
杭州市,钱江国际商务中心,"120.17509,30.215727",杭州市闻涛小学,"120.200994,30.203226",22
杭州市,太和广场,"120.177221,30.216535",杭州市闻涛小学,"120.200994,30.203226",24
杭州市,锦绣江南,"120.186066,30.202282",杭州市闻涛小学,"120.200994,30.203226",11
杭州市,宸澜学府,"119.696208,30.22941",杭州临安宏康医院,"119.718217,30.225497",16
杭州市,宸锦学府,"119.700238,30.229493",杭州临安宏康医院,"119.718217,30.225497",13
杭州市,春璟宸庐,"119.700159,30.211719",杭州临安宏康医院,"119.718217,30.225497",13
杭州市,钱江国际商务中心,"120.17509,30.215727",联华超市(清波店),"120.160941,30.238322",23
杭州市,太和广场,"120.177221,30.216535",联华超市(清波店),"120.160941,30.238322",25
杭州市,五洋嘉景苑,"120.175629,30.235169",联华超市(清波店),"120.160941,30.238322",13
杭州市,易辰江南大院,"119.770459,30.269636",滨湖新城秀水公园,"119.755903,30.254821",24
杭州市,筑境花园,"119.730499,30.248463",滨湖新城秀水公园,"119.755903,30.254821",16
杭州市,金城华府,"119.730413,30.239398",滨湖新城秀水公园,"119.755903,30.254821",16
杭州市,金鼎华庭一期,"120.100434,30.414436",世纪华联超市(莫家门连锁店),"120.091491,30.392596",15
杭州市,云和雅园,"120.100322,30.4159",世纪华联超市(莫家门连锁店),"120.091491,30.392596",15
杭州市,金鼎华庭二期,"120.100504,30.413064",世纪华联超市(莫家门连锁店),"120.091491,30.392596",15
杭州市,杜甫新苑杜雅苑,"120.057201,30.355672",十六街区地下商城,"120.047087,30.370095",16
杭州市,万科良渚文化村秋荷坊,"120.025285,30.355699",十六街区地下商城,"120.047087,30.370095",17
杭州市,良渚文化村探梅里B,"120.022274,30.355461",十六街区地下商城,"120.047087,30.370095",19
杭州市,秀月家园桂月苑,"120.09327,30.321365",紫金梦想生活广场,"120.066766,30.32773",19
杭州市,爱尚里,"120.079289,30.315184",紫金梦想生活广场,"120.066766,30.32773",14
杭州市,秀月家园南区,"120.095641,30.320117",紫金梦想生活广场,"120.066766,30.32773",21
杭州市,翠园路小区,"119.973631,30.392422",杭州联华购物中心(瓶窑店),"119.989044,30.375407",17
杭州市,桥南新村,"119.972707,30.393472",杭州联华购物中心(瓶窑店),"119.989044,30.375407",17
杭州市,良景学府,"119.971992,30.371011",杭州联华购物中心(瓶窑店),"119.989044,30.375407",11
杭州市,春璟宸庐,"119.700159,30.211719",临安锦城第四中学,"119.698717,30.229428",12
杭州市,美顺锦天府,"119.703589,30.212859",临安锦城第四中学,"119.698717,30.229428",11
杭州市,明煦源赋里,"119.707056,30.207927",临安锦城第四中学,"119.698717,30.229428",16
杭州市,梦江南溪涧坊,"119.331958,29.52653",西水公园,"119.318476,29.515106",17
杭州市,云屿江月府,"119.302624,29.500271",西水公园,"119.318476,29.515106",12
杭州市,江畔云庐,"119.307196,29.492602",西水公园,"119.318476,29.515106",27
杭州市,颂香望庐,"120.270874,30.406038",绿城生活家(叠华街店),"120.295871,30.405706",17
杭州市,汀山和院,"120.275871,30.409685",绿城生活家(叠华街店),"120.295871,30.405706",16
杭州市,翠著邱山里,"120.295012,30.421219",绿城生活家(叠华街店),"120.295871,30.405706",11
杭州市,云栖奇岭府,"119.68212,29.752998",桐庐县三合中学,"119.684194,29.778456",24
杭州市,奥城·望,"119.684494,29.754831",桐庐县三合中学,"119.684194,29.778456",20
杭州市,华师家园,"119.670553,29.774298",桐庐县三合中学,"119.684194,29.778456",14
杭州市,幸福佳苑,"120.015019,30.004302",杭州市富阳区灵桥镇中学,"120.033243,30.009155",12
杭州市,大源永庆湾,"120.007201,30.000514",杭州市富阳区灵桥镇中学,"120.033243,30.009155",17
杭州市,富春水岸,"120.008462,30.001744",杭州市富阳区灵桥镇中学,"120.033243,30.009155",16
杭州市,青年路小区,"120.167644,30.248389",孤山公园,"120.142481,30.251654",29
杭州市,省级机关宿舍,"120.149419,30.263831",孤山公园,"120.142481,30.251654",16
杭州市,仙林福座,"120.169755,30.260065",孤山公园,"120.142481,30.251654",24
杭州市,天空之城,"120.433779,30.272455",南阳伞文化公园,"120.444493,30.265591",9
杭州市,融创港印中心,"120.462638,30.245887",南阳伞文化公园,"120.444493,30.265591",15
杭州市,大诚纪名府,"120.430921,30.271879",南阳伞文化公园,"120.444493,30.265591",9
杭州市,春璟宸庐,"119.700159,30.211719",苕溪·时代生活广场,"119.692336,30.234035",16
杭州市,华发·峰荟荟天府,"119.704102,30.230614",苕溪·时代生活广场,"119.692336,30.234035",10
杭州市,宸著锦庭,"119.700208,30.227593",苕溪·时代生活广场,"119.692336,30.234035",8
杭州市,泰美国际大厦,"120.316898,30.310052",首游港广场,"120.331395,30.30972",8
杭州市,杭臻源,"120.315769,30.313831",首游港广场,"120.331395,30.30972",10
杭州市,西子阳光星城,"120.346995,30.306872",首游港广场,"120.331395,30.30972",13
杭州市,御潮江上府,"120.383041,30.29977",世纪华联超市(学源街店),"120.380557,30.318299",13
杭州市,沐云川府,"120.356322,30.309155",世纪华联超市(学源街店),"120.380557,30.318299",15
杭州市,江山云樾府,"120.390266,30.331491",世纪华联超市(学源街店),"120.380557,30.318299",12
杭州市,桂月云翠园,"120.278483,30.204536",百瑞福购物中心(新塘店),"120.305202,30.194981",20
杭州市,珑望奥城,"120.285649,30.214523",百瑞福购物中心(新塘店),"120.305202,30.194981",19
杭州市,璞翠云集公寓,"120.28243,30.199831",百瑞福购物中心(新塘店),"120.305202,30.194981",17
杭州市,祥生云浦新语,"120.081829,30.120324",夏家桥公园,"120.098199,30.111871",14
杭州市,回龙雅苑,"120.10448,30.12317",夏家桥公园,"120.098199,30.111871",10
杭州市,东日晴好,"120.090311,30.136242",夏家桥公园,"120.098199,30.111871",19
杭州市,五幸家园北区,"120.061036,30.334917",芦荡公园,"120.086575,30.328948",18
杭州市,五幸金座,"120.061496,30.332469",芦荡公园,"120.086575,30.328948",17
杭州市,秀月家园桂月苑,"120.09327,30.321365",芦荡公园,"120.086575,30.328948",8
杭州市,雅望居,"120.288846,30.13817",城河公园,"120.281523,30.160234",15
杭州市,崇璟和颂府,"120.2593,30.151238",城河公园,"120.281523,30.160234",19
杭州市,望金马府,"120.287301,30.16899",城河公园,"120.281523,30.160234",10
杭州市,发展公寓,"120.284574,30.166063",好又多购物中心(萧山新塘西许加盟店),"120.311276,30.160696",15
杭州市,高运高庄,"120.298057,30.145869",好又多购物中心(萧山新塘西许加盟店),"120.311276,30.160696",12
杭州市,馨星大厦,"120.287868,30.172129",好又多购物中心(萧山新塘西许加盟店),"120.311276,30.160696",17
杭州市,金世纪运河丽园,"120.29711,30.47705",五杭小学,"120.276862,30.496034",18
杭州市,运旺佳苑,"120.293817,30.47567",五杭小学,"120.276862,30.496034",19
杭州市,圣塘河新村二区,"120.296198,30.479657",五杭小学,"120.276862,30.496034",17
杭州市,翠铭轩,"120.133557,30.29092",杭州育才中学,"120.145706,30.310062",18
杭州市,泊璟杭粼府,"120.17175,30.318845",杭州育才中学,"120.145706,30.310062",20
杭州市,岱天青岳里,"120.160316,30.315649",杭州育才中学,"120.145706,30.310062",15
杭州市,绿城西子紫兰公寓,"120.143068,30.298212",浙江省立同德医院,"120.119515,30.28451",20
杭州市,金成花园,"120.105902,30.283439",浙江省立同德医院,"120.119515,30.28451",10
杭州市,莲花港家园,"120.10924,30.290562",浙江省立同德医院,"120.119515,30.28451",12
杭州市,新升公寓,"120.417117,30.178822",瓜沥镇坎山小学,"120.414819,30.193",10
杭州市,新乐公寓,"120.407436,30.184993",瓜沥镇坎山小学,"120.414819,30.193",8
杭州市,远邦嘉裕天城,"120.406518,30.181432",瓜沥镇坎山小学,"120.414819,30.193",11
杭州市,金成花园,"120.105902,30.283439",太合商业中心,"120.112109,30.301837",16
杭州市,莲花港家园,"120.10924,30.290562",太合商业中心,"120.112109,30.301837",10
杭州市,勤丰小区,"120.123085,30.306441",太合商业中心,"120.112109,30.301837",10
杭州市,东新园孚信苑,"120.178176,30.309941",华润万家(新北街店),"120.182317,30.3226",10
杭州市,香源公寓,"120.169093,30.322791",华润万家(新北街店),"120.182317,30.3226",9
杭州市,三塘桂园,"120.17136,30.308495",华润万家(新北街店),"120.182317,30.3226",15
杭州市,大家绿城金麟府,"120.148302,30.323337",浙江省消防总队医院,"120.140429,30.301634",19
杭州市,勤丰小区,"120.123085,30.306441",浙江省消防总队医院,"120.140429,30.301634",13
杭州市,华门自由21世纪,"120.135245,30.29218",浙江省消防总队医院,"120.140429,30.301634",7
杭州市,绿城西子紫兰公寓,"120.143068,30.298212",运河上街购物中心,"120.144391,30.318974",17
杭州市,河映云集,"120.144233,30.342716",运河上街购物中心,"120.144391,30.318974",18
杭州市,勤丰小区,"120.123085,30.306441",运河上街购物中心,"120.144391,30.318974",17
杭州市,汀南学仕府,"120.299008,30.358689",临平区第一人民医院乔司分院,"120.287007,30.351791",10
杭州市,潮阅尚境府,"120.30609,30.367682",临平区第一人民医院乔司分院,"120.287007,30.351791",15
杭州市,春棠雅韵府,"120.301575,30.35833",临平区第一人民医院乔司分院,"120.287007,30.351791",12
杭州市,西雅园,"119.695689,30.224843",浙江师范大学附属天目初级中学,"119.700382,30.200395",20
杭州市,九豪庄园,"119.703513,30.216029",浙江师范大学附属天目初级中学,"119.700382,30.200395",16
杭州市,玲珑府园,"119.687986,30.214855",浙江师范大学附属天目初级中学,"119.700382,30.200395",19
杭州市,凤凰山路558号,"119.93939,30.27167",仓前云溪小学,"119.954969,30.276118",10
杭州市,复地上城悦之城,"119.966824,30.252855",仓前云溪小学,"119.954969,30.276118",22
杭州市,梦栖金星雅苑,"119.971781,30.263313",仓前云溪小学,"119.954969,30.276118",20
杭州市,飞鸟客,"120.04358,30.287697",杭师大附属五常中学,"120.042448,30.272739",13
杭州市,大华西溪风情新天地,"120.036347,30.283144",杭师大附属五常中学,"120.042448,30.272739",11
杭州市,邦帮金座,"120.037594,30.250558",杭师大附属五常中学,"120.042448,30.272739",15
杭州市,华元云水苑,"120.386571,30.304318",杭州市钱塘区学正小学,"120.382822,30.291184",10
杭州市,保利湾天地,"120.37082,30.273038",杭州市钱塘区学正小学,"120.382822,30.291184",15
杭州市,观澜时代朗轩,"120.367206,30.270858",杭州市钱塘区学正小学,"120.382822,30.291184",18
杭州市,春江花园,"119.943013,30.03296",上海外国语大学附属杭州学校,"119.972417,30.031795",30
杭州市,直塘新居,"119.972753,30.021324",上海外国语大学附属杭州学校,"119.972417,30.031795",14
杭州市,金塘花园,"119.952043,30.049974",上海外国语大学附属杭州学校,"119.972417,30.031795",19
杭州市,钱江国际商务中心,"120.17509,30.215727",浙江大学医学院杭州滨江医院,"120.19818,30.201232",18
杭州市,太和广场,"120.177221,30.216535",浙江大学医学院杭州滨江医院,"120.19818,30.201232",20
杭州市,锦绣江南,"120.186066,30.202282",浙江大学医学院杭州滨江医院,"120.19818,30.201232",7
